store,date,temperature,fuel_price,markdown1,markdown2,markdown3,markdown4,markdown5,cpi,unemployment,dept,weekly_sales,IsHoliday,type,size
6,2011-10-28,69.51,3.372,0.0,0.0,0.0,0.0,0.0,219.237049,6.55,12,6197.57,0,0,202505
32,2012-09-21,63.49,3.765,7161.18,88.82,3.0,1011.45,5347.22,198.358523,7.87,92,99077.82,0,0,203007
7,2012-01-27,26.9,3.038,747.21,559.46,0.0,47.0,2332.92,196.8262786,8.26,94,468.64,0,1,70713
13,2011-02-04,23.35,2.974,0.0,0.0,0.0,0.0,0.0,127.7195806,7.47,13,46724.99,0,0,219622
21,2011-10-07,71.64,3.285,0.0,0.0,0.0,0.0,0.0,216.6958311,7.44,19,1756.67,0,1,140167
38,2011-12-02,52.5,3.701,22.15,0.0,2.35,0.0,1889.95,129.8459667,12.89,5,1245.88,0,2,39690
16,2012-09-28,51.4,3.789,2130.57,3.82,0.0,583.9,1409.43,198.5903276,6.06,21,2871.44,0,1,57197
26,2010-05-21,50.81,2.961,0.0,0.0,0.0,0.0,0.0,132.2230323,8.51,38,108795.61,0,0,152513
29,2011-01-21,26.8,3.232,0.0,0.0,0.0,0.0,0.0,133.0285161,10.26,52,770.27,0,1,93638
1,2011-03-04,59.58,3.288,0.0,0.0,0.0,0.0,0.0,213.8233327,7.74,36,412.0,0,0,151315
42,2011-12-23,48.36,3.541,103.5,0.0,19.63,0.0,939.49,129.9845484,7.87,87,920.0,0,2,39690
30,2012-06-15,81.51,3.393,370.16,0.0,3.01,10.16,1042.83,221.4009901,6.89,8,12117.65,0,2,42988
1,2011-09-16,79.94,3.526,0.0,0.0,0.0,0.0,0.0,216.0410526,7.96,17,7208.1,0,0,151315
17,2010-05-28,48.19,2.908,0.0,0.0,0.0,0.0,0.0,126.1602258,6.64,32,5645.54,0,1,93188
9,2011-02-25,59.01,3.065,0.0,0.0,0.0,0.0,0.0,217.1095679,6.42,82,8392.91,0,1,125833
4,2011-11-25,47.96,3.225,561.45,137.88,83340.33,44.04,9239.23,129.8364,5.14,99,3200.0,1,0,205863
13,2011-12-30,31.53,3.119,5970.81,89121.94,406.4,1772.02,3645.0,130.0710323,6.39,19,2385.07,1,0,219622
12,2011-08-26,94.61,3.74,0.0,0.0,0.0,0.0,0.0,129.2832581,13.5,71,5480.71,0,1,112238
26,2012-03-09,29.03,3.876,4540.15,480.42,1.98,387.57,3900.33,137.5066897,7.47,38,116688.87,0,0,152513
33,2010-09-24,91.18,2.939,0.0,0.0,0.0,0.0,0.0,126.1900333,9.5,13,6266.09,0,0,39690
12,2011-02-04,45.14,3.348,0.0,0.0,0.0,0.0,0.0,127.7195806,14.02,97,2622.1,0,1,112238
15,2012-01-27,30.87,3.737,875.81,2072.02,0.0,58.58,1418.14,136.9598387,7.94,18,1284.44,0,1,123737
18,2011-05-27,64.6,4.034,0.0,0.0,0.0,0.0,0.0,134.7677742,8.98,85,1512.2,0,1,120653
14,2011-10-07,55.82,3.583,0.0,0.0,0.0,0.0,0.0,187.4837962,8.52,36,1807.43,0,0,200898
22,2011-04-22,47.76,3.919,0.0,0.0,0.0,0.0,0.0,138.2475036,8.25,92,53600.39,0,1,119557
31,2012-02-24,54.81,3.555,12329.67,4657.57,5.3,1538.63,5781.58,220.275944,7.06,9,9114.01,0,0,203750
41,2012-10-26,41.8,3.686,4864.3,101.34,250.6,47.24,1524.43,199.2195317,6.2,24,6206.37,0,0,196321
12,2011-05-20,66.59,4.169,0.0,0.0,0.0,0.0,0.0,129.0756774,13.74,2,74696.05,0,1,112238
3,2011-08-05,88.45,3.684,0.0,0.0,0.0,0.0,0.0,218.9023209,7.57,28,73.23,0,1,37392
14,2011-07-15,78.47,3.76,0.0,0.0,0.0,0.0,0.0,186.1399808,8.63,26,7847.73,0,0,200898
24,2012-04-13,48.65,4.187,4765.31,5896.55,57.4,1204.7,3980.37,137.868,8.98,37,2760.25,0,0,203819
7,2012-01-20,27.41,3.055,1967.73,2791.5,0.73,213.86,4297.27,196.7796652,8.26,20,3212.14,0,1,70713
16,2011-12-30,23.91,3.119,921.67,11778.68,101.87,272.51,1673.25,196.3586101,6.23,81,3919.55,1,1,57197
23,2011-11-25,35.23,3.536,70.24,47.47,103991.94,7.0,677.31,136.4788,4.42,52,4896.88,1,1,114533
9,2012-05-18,69.52,3.63,1926.92,0.0,0.24,426.51,2968.78,225.4942498,5.54,7,11399.42,0,1,125833
34,2011-04-22,63.83,3.781,0.0,0.0,0.0,0.0,0.0,128.9553,10.58,18,11512.86,0,0,158114
24,2010-02-05,22.43,2.954,0.0,0.0,0.0,0.0,0.0,131.5279032,8.33,90,73435.29,0,0,203819
40,2010-04-02,41.39,2.826,0.0,0.0,0.0,0.0,0.0,131.9019677,5.44,79,14364.01,0,0,155083
15,2010-07-09,77.33,2.94,0.0,0.0,0.0,0.0,0.0,132.5461333,8.1,56,3569.33,0,1,123737
10,2010-11-12,61.24,3.13,0.0,0.0,0.0,0.0,0.0,126.5461613,9.0,33,15785.93,0,1,126512
16,2010-06-25,62.37,2.715,0.0,0.0,0.0,0.0,0.0,189.4533931,6.84,1,10682.13,0,1,57197
19,2012-07-06,76.07,3.646,10945.79,600.3,101.46,6664.35,7855.14,138.2296333,8.19,31,2075.04,0,0,203819
41,2012-01-20,31.56,3.055,2827.98,3671.37,119.55,530.03,1924.99,196.7796652,6.59,9,17514.44,0,0,196321
19,2010-10-08,53.74,2.903,0.0,0.0,0.0,0.0,0.0,132.7516667,8.07,83,4582.24,0,0,203819
18,2011-03-25,36.65,3.624,0.0,0.0,0.0,0.0,0.0,133.9587419,9.13,40,61608.08,0,1,120653
1,2012-03-09,58.76,3.669,10331.04,151.88,6.0,671.43,5509.84,221.0591887,7.35,93,79749.8,0,0,151315
20,2010-12-03,35.47,3.046,0.0,0.0,0.0,0.0,0.0,204.8249189,7.48,6,13700.06,0,0,203742
32,2011-04-01,44.83,3.461,0.0,0.0,0.0,0.0,0.0,192.2691707,8.6,41,3912.5,0,0,203007
39,2010-12-03,53.55,2.708,0.0,0.0,0.0,0.0,0.0,210.376263,8.48,27,1997.14,0,0,184109
29,2011-10-28,49.31,3.604,0.0,0.0,0.0,0.0,0.0,136.4884516,9.36,82,8317.89,0,1,93638
14,2010-06-18,72.62,2.78,0.0,0.0,0.0,0.0,0.0,182.4424199,8.9,2,88717.18,0,0,200898
18,2010-04-30,51.12,2.935,0.0,0.0,0.0,0.0,0.0,132.0644333,9.27,3,10523.3,0,1,120653
33,2010-03-05,59.17,2.877,0.0,0.0,0.0,0.0,0.0,126.5782857,10.12,10,44.0,0,0,39690
24,2012-10-19,52.59,4.153,3446.7,0.0,101.0,111.46,5963.01,138.8336129,8.69,67,9818.71,0,0,203819
33,2011-11-04,71.91,3.828,0.0,0.0,0.0,0.0,0.0,129.8051935,8.01,52,8.91,0,0,39690
41,2010-12-03,33.0,2.712,0.0,0.0,0.0,0.0,0.0,190.9931437,7.51,24,6265.94,0,0,196321
40,2011-01-28,9.51,3.243,0.0,0.0,0.0,0.0,0.0,133.1059677,5.11,27,768.0,0,0,155083
23,2011-12-30,22.3,3.402,3895.97,50366.6,237.87,1099.12,2573.14,136.6432581,4.42,54,56.68,1,1,114533
29,2011-12-30,36.28,3.402,2168.59,17155.07,47.22,332.96,1792.92,136.6432581,9.36,36,1628.04,1,1,93638
44,2012-03-02,32.36,3.242,611.06,0.0,3.39,59.19,925.79,130.6457931,5.77,67,747.87,0,2,39910
23,2011-02-04,14.5,3.24,0.0,0.0,0.0,0.0,0.0,133.1834194,5.11,13,30935.09,0,1,114533
35,2011-03-25,40.11,3.625,0.0,0.0,0.0,0.0,0.0,137.8478929,8.55,34,20671.24,0,1,103681
28,2011-12-30,44.64,3.428,5218.93,49826.06,155.37,1011.54,7761.98,130.0710323,12.89,96,34370.66,1,0,206302
41,2010-10-29,42.16,2.748,0.0,0.0,0.0,0.0,0.0,190.951728,7.51,97,17766.66,0,0,196321
9,2012-10-26,69.52,3.506,512.23,3.0,8.0,0.0,1666.38,227.2328068,4.95,7,13531.67,0,1,125833
11,2011-07-15,88.3,3.575,0.0,0.0,0.0,0.0,0.0,218.7275216,7.57,85,1883.73,0,0,207499
13,2011-02-04,23.35,2.974,0.0,0.0,0.0,0.0,0.0,127.7195806,7.47,16,2757.58,0,0,219622
17,2011-08-19,67.59,3.578,0.0,0.0,0.0,0.0,0.0,129.2405806,6.75,97,7220.7,0,1,93188
24,2010-11-19,45.63,3.138,0.0,0.0,0.0,0.0,0.0,132.9172,8.28,34,13407.16,0,0,203819
22,2011-08-05,75.33,3.903,0.0,0.0,0.0,0.0,0.0,139.9896486,8.02,98,183.48,0,1,119557
38,2012-09-14,83.64,4.133,1047.05,0.0,15.47,0.0,2276.08,130.9776667,10.93,21,906.41,0,2,39690
22,2010-10-29,57.73,2.938,0.0,0.0,0.0,0.0,0.0,136.7375484,8.57,80,1097.78,0,1,119557
7,2011-09-09,45.61,3.566,0.0,0.0,0.0,0.0,0.0,194.6387853,8.62,45,29.85,1,1,70713
12,2010-09-10,83.63,3.044,0.0,0.0,0.0,0.0,0.0,126.1145806,14.18,56,207.95,1,1,112238
28,2012-04-06,64.05,4.121,9368.15,0.0,35.75,2580.09,8313.39,131.0375484,11.63,2,59164.61,0,0,206302
11,2010-06-18,84.13,2.637,0.0,0.0,0.0,0.0,0.0,214.7858259,7.34,28,556.61,0,0,207499
2,2012-08-03,90.22,3.417,27650.68,164.58,43.02,21801.9,6652.98,221.5869799,6.57,55,7356.51,0,0,202307
34,2012-01-20,39.28,3.273,1358.95,3015.89,27.49,255.88,2402.57,130.2792258,9.65,32,3181.03,0,0,158114
16,2011-07-01,63.59,3.597,0.0,0.0,0.0,0.0,0.0,193.0930552,6.34,13,18247.82,0,1,57197
15,2011-07-08,73.47,3.886,0.0,0.0,0.0,0.0,0.0,135.6283333,7.81,56,4764.51,0,1,123737
44,2011-10-14,51.74,3.567,0.0,0.0,0.0,0.0,0.0,129.7706452,6.08,67,860.74,0,2,39910
15,2011-10-07,51.24,3.775,0.0,0.0,0.0,0.0,0.0,136.472,7.87,90,5595.74,0,1,123737
24,2011-01-14,22.41,3.367,0.0,0.0,0.0,0.0,0.0,132.9510645,8.25,24,3289.47,0,0,203819
24,2010-06-25,74.9,2.958,0.0,0.0,0.0,0.0,0.0,132.4976,8.21,94,57114.25,0,0,203819
5,2012-03-23,64.44,3.787,694.24,32.75,5.59,210.09,775.7,221.8735063,5.94,24,851.28,0,1,34875
33,2011-09-16,85.79,3.784,0.0,0.0,0.0,0.0,0.0,129.4306,8.44,92,35013.17,0,0,39690
18,2011-04-15,49.91,3.823,0.0,0.0,0.0,0.0,0.0,134.2784667,8.98,18,5681.36,0,1,120653
34,2012-03-23,47.93,3.759,3662.39,107.42,0.59,941.47,1934.93,130.8966452,9.65,82,15710.16,0,0,158114
40,2012-02-10,23.92,3.655,10333.24,3700.62,66.01,11804.09,7697.87,137.1666774,4.26,20,3315.55,1,0,155083
19,2012-08-31,71.85,4.026,19970.78,236.96,23.99,7058.25,2595.88,138.3771935,8.19,79,17777.72,0,0,203819
21,2012-04-20,66.97,3.877,3738.69,3287.37,0.77,894.38,2882.6,221.2021074,6.89,81,6137.31,0,1,140167
12,2010-04-16,64.95,3.109,0.0,0.0,0.0,0.0,0.0,126.5621,14.1,19,3292.13,0,1,112238
31,2010-06-11,83.51,2.668,0.0,0.0,0.0,0.0,0.0,211.1120018,8.2,22,7637.94,0,0,203750
7,2011-08-05,55.91,3.554,0.0,0.0,0.0,0.0,0.0,193.9110133,8.62,27,865.54,0,1,70713
31,2010-09-10,79.3,2.565,0.0,0.0,0.0,0.0,0.0,211.1532104,8.1,18,56.0,1,0,203750
36,2010-07-23,82.6,2.542,0.0,0.0,0.0,0.0,0.0,209.9958663,8.36,17,517.73,0,0,39910
3,2011-04-01,68.76,3.524,0.0,0.0,0.0,0.0,0.0,218.2114184,7.57,72,12886.41,0,1,37392
42,2011-08-26,91.59,3.663,0.0,0.0,0.0,0.0,0.0,129.2832581,8.26,32,10.0,0,2,39690
41,2011-04-15,39.94,3.611,0.0,0.0,0.0,0.0,0.0,192.4225954,6.93,7,28527.57,0,0,196321
23,2011-02-18,26.6,3.263,0.0,0.0,0.0,0.0,0.0,133.3701429,5.11,18,9383.58,0,1,114533
9,2010-07-09,78.51,2.642,0.0,0.0,0.0,0.0,0.0,214.6564301,6.44,36,567.0,0,1,125833
31,2011-05-06,61.87,3.906,0.0,0.0,0.0,0.0,0.0,215.4448709,7.93,38,84440.64,0,0,203750
4,2010-03-05,43.49,2.654,0.0,0.0,0.0,0.0,0.0,126.5782857,8.62,81,29097.7,0,0,205863
3,2010-03-26,57.06,2.732,0.0,0.0,0.0,0.0,0.0,214.3241011,7.37,5,12599.55,0,1,37392
43,2012-07-13,78.82,3.256,539.85,0.0,0.71,0.0,2373.05,213.3134286,9.29,81,19784.62,0,2,41062
12,2011-03-18,64.21,3.692,0.0,0.0,0.0,0.0,0.0,128.5121935,14.02,30,7399.26,0,1,112238
7,2011-08-19,56.06,3.499,0.0,0.0,0.0,0.0,0.0,194.2500634,8.62,2,27378.01,0,1,70713
5,2010-10-01,71.1,2.603,0.0,0.0,0.0,0.0,0.0,212.2269463,6.77,16,4301.12,0,1,34875
32,2011-12-23,25.97,3.173,1211.62,10.3,1255.26,33.0,4932.34,196.1713893,8.51,38,61926.26,0,0,203007
27,2012-03-23,57.3,4.054,4142.06,506.34,5.17,917.38,3467.03,141.6269332,8.01,92,130535.15,0,0,204184
45,2011-08-12,77.0,3.812,0.0,0.0,0.0,0.0,0.0,186.4512115,8.63,30,3101.0,0,1,118221
40,2011-07-22,73.34,3.882,0.0,0.0,0.0,0.0,0.0,135.8738387,4.58,25,6523.44,0,0,155083
19,2012-07-20,76.17,3.732,6029.42,424.15,17.82,3070.32,2610.94,138.2331935,8.19,1,14552.01,0,0,203819
29,2010-05-14,50.99,2.983,0.0,0.0,0.0,0.0,0.0,132.152129,10.16,31,1298.84,0,1,93638
3,2012-02-03,59.33,3.36,9667.5,268.29,0.6,8368.15,804.24,223.6591137,6.83,3,5541.12,0,1,37392
4,2010-02-12,28.84,2.573,0.0,0.0,0.0,0.0,0.0,126.4962581,8.62,1,69872.44,1,0,205863
44,2010-12-24,34.9,2.846,0.0,0.0,0.0,0.0,0.0,126.9835806,7.61,1,12991.16,0,2,39910
16,2012-03-23,38.7,3.664,1462.21,2.5,4.43,367.45,1256.65,197.2295234,6.16,30,1223.7,0,1,57197
2,2010-04-16,68.07,2.808,0.0,0.0,0.0,0.0,0.0,210.1495463,8.2,34,20385.66,0,0,202307
6,2012-05-18,70.5,3.63,6414.56,0.0,52.03,495.43,2991.72,223.3511928,5.96,79,23716.4,0,0,202505
38,2011-11-18,54.2,3.813,27.61,8.22,1.32,0.0,2034.39,129.8268333,12.89,44,3.5,0,2,39690
32,2012-07-20,77.76,3.585,3551.31,567.16,18.05,2117.84,9786.36,197.9290378,7.87,25,8121.54,0,0,203007
13,2010-06-25,71.83,2.82,0.0,0.0,0.0,0.0,0.0,126.1266,8.11,96,10433.76,0,0,219622
3,2011-01-07,53.35,2.976,0.0,0.0,0.0,0.0,0.0,214.6955104,7.55,59,144.94,0,1,37392
26,2010-06-11,51.62,2.83,0.0,0.0,0.0,0.0,0.0,132.4357419,8.51,56,9179.81,0,0,152513
12,2011-05-13,70.93,4.202,0.0,0.0,0.0,0.0,0.0,129.089,13.74,91,6904.48,0,1,112238
20,2010-10-08,51.5,2.764,0.0,0.0,0.0,0.0,0.0,204.951982,7.48,34,21040.0,0,0,203742
5,2011-09-09,79.04,3.546,0.0,0.0,0.0,0.0,0.0,216.4226819,6.53,81,2447.72,1,1,34875
23,2012-10-26,50.56,3.917,4782.75,124.72,118.91,1316.96,738.09,138.7281613,4.15,42,12043.19,0,1,114533
45,2012-06-01,74.48,3.742,10643.62,48.2,201.56,2599.35,1856.97,191.0091712,8.57,79,14773.21,0,1,118221
10,2010-09-03,83.8,3.087,0.0,0.0,0.0,0.0,0.0,126.1019355,9.2,8,88875.07,0,1,126512
20,2010-02-12,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.19,92,170043.55,1,0,203742
18,2011-02-04,20.79,3.24,0.0,0.0,0.0,0.0,0.0,133.1834194,9.13,58,1916.0,0,1,120653
24,2010-04-16,51.08,3.01,0.0,0.0,0.0,0.0,0.0,131.9809,8.21,30,5325.48,0,0,203819
11,2010-05-14,77.64,2.854,0.0,0.0,0.0,0.0,0.0,213.6196139,7.34,35,5028.0,0,0,207499
26,2012-06-01,58.51,3.798,4810.9,3.0,110.44,662.3,2964.12,138.1138065,7.49,83,2154.36,0,0,152513
7,2011-10-07,40.65,3.498,0.0,0.0,0.0,0.0,0.0,194.9459724,8.51,30,873.46,0,1,70713
12,2011-09-30,83.26,3.877,0.0,0.0,0.0,0.0,0.0,129.6060667,13.5,58,2277.5,0,1,112238
22,2011-12-16,39.11,3.445,5083.51,0.0,463.79,423.22,4590.08,140.4700795,7.71,4,33462.75,0,1,119557
23,2011-05-27,63.27,4.034,0.0,0.0,0.0,0.0,0.0,134.7677742,4.78,28,708.79,0,1,114533
25,2011-05-06,49.5,4.046,0.0,0.0,0.0,0.0,0.0,208.7992595,7.29,16,29205.69,0,1,128107
44,2010-07-16,77.79,2.791,0.0,0.0,0.0,0.0,0.0,126.1498065,7.8,83,1277.33,0,2,39910
43,2011-02-18,59.15,3.045,0.0,0.0,0.0,0.0,0.0,205.1683214,10.4,28,185.5,0,2,41062
32,2011-10-07,62.62,3.498,0.0,0.0,0.0,0.0,0.0,194.9459724,8.51,31,2092.92,0,0,203007
8,2010-07-09,72.49,2.642,0.0,0.0,0.0,0.0,0.0,214.4729952,6.32,87,18055.61,0,0,155078
8,2012-04-13,65.19,3.891,7627.83,4689.55,4.2,940.82,1723.28,225.0625714,5.68,28,315.15,0,0,155078
26,2010-10-15,39.93,2.878,0.0,0.0,0.0,0.0,0.0,132.7633548,8.15,80,19096.26,0,0,152513
16,2011-12-16,22.5,3.266,2801.5,0.0,99.57,422.6,2684.19,195.9841685,6.23,36,3293.89,0,1,57197
17,2011-06-24,60.99,3.668,0.0,0.0,0.0,0.0,0.0,129.0663,6.77,92,49999.31,0,1,93188
25,2010-04-02,47.2,2.85,0.0,0.0,0.0,0.0,0.0,204.0252842,7.86,5,26157.51,0,1,128107
40,2010-06-11,59.42,2.83,0.0,0.0,0.0,0.0,0.0,132.4357419,5.44,46,9183.64,0,0,155083
4,2010-03-26,39.91,2.752,0.0,0.0,0.0,0.0,0.0,126.6050645,8.62,96,28815.38,0,0,205863
17,2010-03-19,33.96,2.782,0.0,0.0,0.0,0.0,0.0,126.6066452,6.55,41,14.0,0,1,93188
21,2012-05-18,72.42,3.63,4088.63,0.0,28.62,1397.46,2772.05,221.380331,6.89,71,4984.98,0,1,140167
13,2010-10-22,56.89,2.849,0.0,0.0,0.0,0.0,0.0,126.3815484,7.8,85,4520.33,0,0,219622
27,2011-01-21,30.13,3.391,0.0,0.0,0.0,0.0,0.0,136.8870657,7.83,33,4848.34,0,0,204184
13,2011-09-16,67.54,3.641,0.0,0.0,0.0,0.0,0.0,129.4306,6.88,95,144877.75,0,0,219622
6,2010-05-28,78.89,2.759,0.0,0.0,0.0,0.0,0.0,212.412888,7.09,97,21486.17,0,0,202505
38,2011-07-08,89.9,3.705,0.0,0.0,0.0,0.0,0.0,129.1125,13.5,7,1257.06,0,2,39690
45,2010-12-10,30.54,3.109,0.0,0.0,0.0,0.0,0.0,182.5519538,8.72,87,4651.9,0,1,118221
9,2011-10-28,63.96,3.372,0.0,0.0,0.0,0.0,0.0,221.3159563,6.05,21,3679.83,0,1,125833
8,2010-12-31,41.47,2.943,0.0,0.0,0.0,0.0,0.0,214.7447295,6.43,54,-7.08,1,0,155078
34,2010-05-21,63.99,2.82,0.0,0.0,0.0,0.0,0.0,126.1843871,9.59,14,7990.9,0,0,158114
11,2010-12-10,53.33,2.843,0.0,0.0,0.0,0.0,0.0,214.7693037,7.56,23,41494.58,0,0,207499
35,2010-10-29,61.02,2.921,0.0,0.0,0.0,0.0,0.0,136.7375484,8.76,58,1095.0,0,1,103681
31,2012-10-12,61.53,3.601,7504.95,0.0,9.89,273.21,9095.96,223.0154263,6.17,42,5193.75,0,0,203750
11,2010-05-07,75.57,2.835,0.0,0.0,0.0,0.0,0.0,213.6211778,7.34,20,9956.48,0,0,207499
6,2010-09-17,81.78,2.582,0.0,0.0,0.0,0.0,0.0,213.0398643,6.97,9,49523.84,0,0,202505
18,2010-07-16,76.9,2.796,0.0,0.0,0.0,0.0,0.0,132.5667742,9.34,93,915.72,0,1,120653
3,2011-09-09,81.72,3.546,0.0,0.0,0.0,0.0,0.0,219.2135305,7.57,23,9691.94,1,1,37392
8,2011-02-04,24.48,2.989,0.0,0.0,0.0,0.0,0.0,215.9327797,6.26,24,4642.15,0,0,155078
27,2011-07-15,77.83,3.915,0.0,0.0,0.0,0.0,0.0,139.7006325,7.85,37,2146.65,0,0,204184
31,2012-08-03,91.57,3.417,22694.34,15.96,76.19,14090.47,8759.63,221.5869799,6.57,36,1089.5,0,0,203750
19,2011-12-16,37.07,3.611,5307.81,292.4,825.0,489.96,4799.18,136.5335161,7.87,52,2251.43,0,0,203819
29,2011-11-25,46.28,3.536,122.33,0.0,47289.47,4.0,1179.49,136.4788,9.36,24,7403.41,1,1,93638
13,2010-04-30,48.33,2.941,0.0,0.0,0.0,0.0,0.0,126.3805667,8.11,27,1947.5,0,0,219622
30,2010-11-19,51.71,2.771,0.0,0.0,0.0,0.0,0.0,211.5470304,8.16,25,7.25,0,2,42988
22,2010-04-23,51.04,2.895,0.0,0.0,0.0,0.0,0.0,135.8721667,8.35,36,1050.5,0,1,119557
19,2012-09-21,60.62,4.203,11030.97,147.55,13.5,1516.01,9152.78,138.6534,8.19,36,1376.5,0,0,203819
25,2010-11-05,38.8,2.917,0.0,0.0,0.0,0.0,0.0,205.160837,7.48,4,20731.1,0,1,128107
26,2011-09-30,59.42,3.684,0.0,0.0,0.0,0.0,0.0,136.4195,7.77,54,23.92,0,0,152513
21,2012-08-31,83.58,3.638,20597.87,43.8,29.1,9935.11,3004.08,221.9415576,6.57,79,20614.14,0,1,140167
17,2010-12-03,22.47,2.812,0.0,0.0,0.0,0.0,0.0,126.7313333,6.89,3,18170.89,0,1,93188
43,2011-02-25,58.37,3.065,0.0,0.0,0.0,0.0,0.0,205.4415714,10.4,92,74373.92,0,2,41062
28,2011-07-22,91.17,3.794,0.0,0.0,0.0,0.0,0.0,129.1507742,13.5,40,40997.82,0,0,206302
31,2012-05-04,77.53,3.749,13819.53,0.0,116.3,4932.07,4528.81,221.3095166,6.89,21,3850.84,0,0,203750
32,2011-12-09,17.94,3.331,6397.72,63.0,303.02,2813.68,9856.66,195.8742575,8.51,87,7482.14,0,0,203007
7,2010-05-21,46.6,2.776,0.0,0.0,0.0,0.0,0.0,189.467827,8.96,19,44.03,0,1,70713
18,2011-09-23,60.44,3.758,0.0,0.0,0.0,0.0,0.0,136.367,8.89,3,11365.68,0,1,120653
45,2011-07-15,78.47,3.76,0.0,0.0,0.0,0.0,0.0,186.1399808,8.63,92,48026.32,0,1,118221
16,2010-07-30,70.71,2.69,0.0,0.0,0.0,0.0,0.0,189.9368504,6.87,20,3885.07,0,1,57197
14,2012-09-21,65.32,4.038,21474.27,98.28,29.88,1924.92,15282.51,191.8567038,8.68,24,7610.03,0,0,200898
4,2010-10-01,63.96,2.619,0.0,0.0,0.0,0.0,0.0,126.2346,7.13,22,15080.26,0,0,205863
1,2012-10-26,69.16,3.506,2585.85,31.75,6.0,1057.16,1305.01,223.4442513,6.57,56,882.69,0,0,151315
31,2012-02-24,54.81,3.555,12329.67,4657.57,5.3,1538.63,5781.58,220.275944,7.06,33,4574.31,0,0,203750
14,2011-05-20,62.28,4.062,0.0,0.0,0.0,0.0,0.0,185.9661154,8.52,22,14569.1,0,0,200898
1,2012-07-13,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.91,26,4375.44,0,0,151315
9,2011-04-29,70.85,3.81,0.0,0.0,0.0,0.0,0.0,219.2588382,6.38,23,9679.06,0,1,125833
13,2012-01-13,25.61,3.056,3627.07,14887.88,119.93,798.48,4668.82,130.244,6.1,41,1189.78,0,0,219622
11,2011-02-04,47.17,2.989,0.0,0.0,0.0,0.0,0.0,215.8863367,7.55,96,23600.06,0,0,207499
22,2010-06-18,67.13,2.805,0.0,0.0,0.0,0.0,0.0,136.3243393,8.35,97,4423.1,0,1,119557
38,2010-07-23,99.22,3.112,0.0,0.0,0.0,0.0,0.0,126.1283548,14.18,12,82.52,0,2,39690
14,2011-12-02,50.19,3.452,6428.59,0.0,3657.58,2939.92,34955.25,188.5024346,8.52,81,36889.61,0,0,200898
6,2011-03-11,57.71,3.459,0.0,0.0,0.0,0.0,0.0,215.6488731,6.86,13,38011.96,0,0,202505
1,2011-02-18,57.36,3.045,0.0,0.0,0.0,0.0,0.0,213.2478853,7.74,81,27590.4,0,0,151315
27,2010-02-19,32.44,2.909,0.0,0.0,0.0,0.0,0.0,135.4657781,8.24,19,221.97,0,0,204184
21,2012-06-01,79.24,3.501,11678.88,0.0,60.71,3660.14,3630.08,221.3852748,6.89,38,32132.55,0,1,140167
4,2012-09-14,68.2,3.706,13802.34,0.0,23.12,3643.77,12517.18,130.9776667,4.08,37,1072.18,0,0,205863
3,2012-08-10,85.85,3.494,3375.44,28.4,2.4,1880.43,555.9,225.4735085,6.33,30,1375.6,0,1,37392
14,2010-09-17,66.55,2.706,0.0,0.0,0.0,0.0,0.0,182.622509,8.74,79,38626.07,0,0,200898
13,2011-07-08,77.3,3.563,0.0,0.0,0.0,0.0,0.0,129.1125,6.88,82,31472.96,0,0,219622
9,2011-10-14,67.27,3.274,0.0,0.0,0.0,0.0,0.0,220.9836849,6.05,9,11708.71,0,1,125833
45,2012-03-09,45.52,3.848,11139.34,678.08,1.99,3267.21,4971.47,190.3359973,8.42,35,2673.5,0,1,118221
39,2010-08-13,85.66,2.692,0.0,0.0,0.0,0.0,0.0,210.3943056,8.36,6,3860.26,0,0,184109
35,2011-01-21,30.13,3.229,0.0,0.0,0.0,0.0,0.0,136.8870657,8.55,23,27893.29,0,1,103681
41,2011-09-23,55.06,3.581,0.0,0.0,0.0,0.0,0.0,194.8099713,6.9,81,19717.22,0,0,196321
18,2012-08-17,73.25,3.84,1852.64,70.36,8.9,2345.51,767.44,138.1857097,8.54,6,1619.58,0,1,120653
1,2011-06-10,83.13,3.648,0.0,0.0,0.0,0.0,0.0,215.0435229,7.68,93,81251.13,0,0,151315
23,2010-05-21,57.94,2.961,0.0,0.0,0.0,0.0,0.0,132.2230323,5.44,3,14294.44,0,1,114533
2,2011-06-17,86.53,3.637,0.0,0.0,0.0,0.0,0.0,214.6513538,7.93,81,31290.41,0,0,202307
44,2010-02-05,31.53,2.666,0.0,0.0,0.0,0.0,0.0,126.4420645,8.12,81,7114.49,0,2,39910
44,2010-07-16,77.79,2.791,0.0,0.0,0.0,0.0,0.0,126.1498065,7.8,11,727.52,0,2,39910
32,2010-09-03,70.2,2.773,0.0,0.0,0.0,0.0,0.0,190.3621607,9.02,55,5562.63,0,0,203007
34,2012-05-04,65.04,3.747,6219.31,0.0,69.88,2597.74,3522.31,131.136,9.58,5,14074.56,0,0,158114
26,2012-07-27,64.12,3.701,3025.97,112.64,2.6,376.52,1155.13,138.2033871,7.41,3,7779.21,0,0,152513
17,2011-03-11,32.42,3.346,0.0,0.0,0.0,0.0,0.0,128.3995,6.87,83,644.89,0,1,93188
